@relation WallFollowingRobotNavigation_4

@attribute SD_front numeric
@attribute SD_left numeric
@attribute SD_right numeric
@attribute SD_back numeric
@attribute Class {MoveForward, SlightRightTurn, SharpRightTurn, SlightLeftTurn}

@data
0.677,0.522,0.990,1.318,SharpRightTurn
0.651,0.514,0.971,1.336,SharpRightTurn
0.628,0.506,0.953,1.355,SharpRightTurn
0.606,0.498,0.934,1.373,SharpRightTurn
0.591,0.490,0.918,1.390,SharpRightTurn
0.585,0.484,0.882,1.406,SharpRightTurn
0.573,0.478,0.874,1.415,SharpRightTurn
0.835,0.479,0.871,1.415,SharpRightTurn
0.837,0.483,0.881,1.413,SharpRightTurn
0.839,0.482,0.883,1.413,SharpRightTurn
0.839,0.481,0.904,1.412,SharpRightTurn
0.839,0.479,0.904,1.412,SharpRightTurn
0.837,0.476,0.909,1.412,SharpRightTurn
0.831,0.475,0.909,1.412,SharpRightTurn
0.834,0.470,3.245,1.412,SharpRightTurn
0.834,0.470,3.245,1.412,SharpRightTurn
0.831,0.469,3.246,1.412,SharpRightTurn
0.831,0.468,2.647,1.412,SharpRightTurn
0.527,0.466,2.648,1.412,SharpRightTurn
0.832,0.464,2.648,1.414,SharpRightTurn
0.836,0.462,2.651,1.409,SharpRightTurn
0.839,0.460,2.648,1.408,SharpRightTurn
0.842,0.455,3.245,1.408,SharpRightTurn
0.843,0.456,0.906,1.407,SharpRightTurn
0.843,0.454,2.649,1.407,SharpRightTurn
0.841,0.453,0.916,1.410,SharpRightTurn
0.838,0.451,2.642,1.411,SharpRightTurn
0.838,0.449,2.643,1.410,SharpRightTurn
0.838,0.447,2.644,1.410,SharpRightTurn
0.834,0.445,2.644,1.417,SharpRightTurn
0.837,0.443,2.646,1.416,SharpRightTurn
0.845,0.441,2.647,1.413,SharpRightTurn
0.846,0.439,2.648,1.414,SharpRightTurn
0.845,0.437,2.650,1.414,SharpRightTurn
0.845,0.435,2.653,1.415,SharpRightTurn
0.846,0.433,1.496,1.416,SharpRightTurn
0.847,0.431,2.658,0.802,SharpRightTurn
0.836,0.428,1.482,0.797,SharpRightTurn
0.835,0.425,1.475,0.796,SharpRightTurn
0.834,0.423,1.469,0.795,SharpRightTurn
0.834,0.420,1.466,0.797,SharpRightTurn
0.842,0.417,2.665,0.479,SharpRightTurn
0.841,0.415,2.671,0.470,SharpRightTurn
0.841,0.414,2.671,0.461,SharpRightTurn
0.844,0.412,2.676,0.456,SharpRightTurn
0.843,0.411,1.489,0.451,SharpRightTurn
0.831,0.413,1.483,0.450,SharpRightTurn
0.827,0.414,1.477,0.446,SharpRightTurn
0.826,0.413,1.448,0.445,SharpRightTurn
0.825,0.408,1.444,0.438,SharpRightTurn
0.826,0.408,1.448,0.432,SharpRightTurn
0.828,0.408,1.443,0.428,SharpRightTurn
0.830,0.411,1.462,0.429,SharpRightTurn
0.829,0.423,1.465,0.428,SharpRightTurn
0.828,0.441,1.445,0.417,SharpRightTurn
0.830,0.467,1.442,0.408,SharpRightTurn
0.836,0.418,1.438,0.402,SharpRightTurn
0.840,0.419,1.439,0.398,SharpRightTurn
5.000,0.427,1.439,0.396,SlightRightTurn
0.828,0.484,1.458,0.393,SharpRightTurn
0.827,0.999,1.450,0.408,SharpRightTurn
0.830,0.431,1.449,0.387,SharpRightTurn
0.832,0.433,1.444,0.387,SharpRightTurn
0.835,0.434,1.444,0.387,SharpRightTurn
0.835,0.430,1.444,0.386,SharpRightTurn
0.835,0.430,1.444,0.385,SharpRightTurn
0.835,0.430,1.445,0.385,SharpRightTurn
0.839,0.428,1.442,0.384,SharpRightTurn
0.852,0.431,1.442,0.382,SharpRightTurn
0.856,0.432,1.443,0.381,SharpRightTurn
3.332,0.433,1.443,0.380,SlightRightTurn
3.333,0.437,1.444,0.379,SlightRightTurn
3.334,0.442,1.445,0.378,SlightRightTurn
3.334,0.453,1.448,0.377,SlightRightTurn
3.335,0.817,1.448,0.374,MoveForward
3.334,0.818,1.448,0.378,MoveForward
3.334,0.801,1.448,0.378,MoveForward
3.333,0.818,1.448,0.375,MoveForward
3.332,0.814,1.448,0.376,MoveForward
3.329,0.817,1.449,0.382,MoveForward
3.323,0.810,1.452,0.388,MoveForward
3.314,0.803,1.456,0.397,MoveForward
3.302,0.799,1.460,0.408,MoveForward
3.288,0.790,1.466,0.421,MoveForward
3.271,0.783,1.473,0.436,MoveForward
3.256,0.780,1.479,0.451,MoveForward
3.242,0.770,1.486,0.467,MoveForward
3.224,0.762,1.494,0.485,MoveForward
3.203,0.754,1.502,0.503,MoveForward
3.188,0.591,1.510,0.521,MoveForward
3.168,0.741,1.518,0.540,MoveForward
3.149,0.632,1.526,0.559,MoveForward
3.129,0.654,1.534,0.579,MoveForward
3.110,0.715,1.542,0.598,MoveForward
0.881,0.707,1.551,0.617,SharpRightTurn
3.071,0.699,1.559,0.636,MoveForward
3.051,0.691,1.567,0.656,MoveForward
3.031,0.683,1.576,0.676,MoveForward
3.012,0.675,1.584,0.695,MoveForward
2.994,0.668,1.592,0.714,MoveForward
2.973,0.661,1.600,0.731,MoveForward
2.957,0.654,1.607,0.748,MoveForward
2.940,0.648,1.614,0.764,MoveForward
0.811,0.641,1.621,0.781,SharpRightTurn
0.795,0.638,1.628,0.797,SharpRightTurn
0.778,0.648,1.635,0.812,SharpRightTurn
0.781,0.636,1.642,0.829,SharpRightTurn
2.859,0.629,1.649,0.844,MoveForward
0.749,0.620,1.655,0.859,SharpRightTurn
2.835,0.612,1.661,0.872,MoveForward
2.829,0.608,1.665,0.878,MoveForward
2.828,0.607,1.666,0.879,MoveForward
2.828,0.604,1.666,0.879,MoveForward
2.827,0.607,1.665,0.881,MoveForward
2.826,0.608,1.665,0.882,MoveForward
2.825,0.607,1.666,0.883,MoveForward
2.823,0.607,1.666,0.885,MoveForward
2.821,0.606,1.667,0.886,MoveForward
2.819,0.606,1.668,0.889,MoveForward
2.817,0.606,1.668,0.891,MoveForward
2.815,0.605,1.669,0.893,MoveForward
2.813,0.605,1.670,0.895,MoveForward
2.809,0.600,1.672,0.900,MoveForward
2.801,0.599,1.675,0.907,MoveForward
2.791,0.600,1.679,0.917,MoveForward
2.780,0.597,1.683,0.929,MoveForward
2.767,0.592,1.688,0.942,MoveForward
2.752,0.589,1.694,0.957,MoveForward
2.736,0.587,1.703,0.973,MoveForward
2.719,0.580,1.710,0.990,MoveForward
2.702,0.575,1.714,1.007,MoveForward
2.684,0.565,1.721,1.025,MoveForward
2.665,0.562,1.728,1.043,MoveForward
2.647,0.558,1.735,1.061,MoveForward
2.628,0.558,1.745,1.083,MoveForward
2.609,0.575,1.750,1.100,MoveForward
2.589,0.538,1.757,1.119,MoveForward
2.569,0.529,1.765,1.139,MoveForward
2.550,0.523,1.772,1.158,MoveForward
2.530,0.512,1.779,1.178,MoveForward
2.510,0.512,1.787,1.197,MoveForward
2.491,0.503,1.794,1.217,MoveForward
2.471,0.496,1.801,1.237,MoveForward
2.451,0.486,1.809,1.260,SlightRightTurn
2.431,0.479,1.816,1.276,SlightRightTurn
2.411,0.470,1.823,1.296,SlightRightTurn
2.391,0.464,1.831,1.316,SlightRightTurn
2.372,0.458,1.838,1.335,SlightRightTurn
2.354,0.452,1.844,1.353,SlightRightTurn
2.337,0.448,1.850,1.371,SlightRightTurn
2.320,0.444,1.856,1.388,SlightRightTurn
2.304,0.441,1.862,1.404,SlightRightTurn
2.288,0.439,1.867,1.419,SlightRightTurn
2.274,0.440,1.872,1.434,SlightRightTurn
2.258,0.439,1.876,1.447,SlightRightTurn
2.248,0.445,1.881,1.459,SlightRightTurn
2.233,0.450,1.884,1.471,SlightRightTurn
2.222,0.449,1.888,1.482,SlightRightTurn
2.214,0.459,1.891,1.493,SlightRightTurn
2.205,0.466,1.895,1.503,SlightRightTurn
2.195,0.445,1.898,1.512,SlightRightTurn
2.184,0.441,1.901,1.520,SlightRightTurn
2.179,0.437,1.906,1.525,SlightRightTurn
2.181,0.436,1.904,1.525,SlightRightTurn
2.181,0.436,1.904,1.525,SlightRightTurn
2.179,0.436,1.904,1.525,SlightRightTurn
2.179,0.436,1.904,1.525,SlightRightTurn
2.181,0.436,1.904,1.526,SlightRightTurn
2.177,0.436,1.908,1.527,SlightRightTurn
2.174,0.436,1.905,1.530,SlightRightTurn
2.169,0.436,1.907,1.534,SlightRightTurn
2.163,0.436,1.909,1.540,SlightRightTurn
2.155,0.507,1.911,1.547,MoveForward
2.147,0.444,1.914,1.555,SlightRightTurn
2.138,0.442,1.916,1.563,SlightRightTurn
2.129,0.487,1.919,1.572,SlightRightTurn
2.119,0.486,1.921,1.582,SlightRightTurn
2.107,0.495,1.924,1.593,MoveForward
2.096,3.091,1.927,1.605,SlightLeftTurn
2.085,3.097,1.930,1.615,SlightLeftTurn
2.074,0.457,1.932,1.626,SlightRightTurn
2.062,0.458,1.935,1.638,SlightRightTurn
2.049,0.462,1.937,1.652,SlightRightTurn
2.035,0.473,1.939,1.665,SlightRightTurn
2.021,0.492,1.942,1.679,SlightRightTurn
2.008,0.481,1.945,1.692,SlightRightTurn
1.995,1.464,1.948,1.705,SlightLeftTurn
1.981,1.455,1.950,1.719,SlightLeftTurn
1.968,1.452,1.953,1.731,SlightLeftTurn
1.956,1.447,1.955,1.744,SlightLeftTurn
1.943,1.446,1.957,1.756,SlightLeftTurn
1.931,1.444,1.959,1.769,SlightLeftTurn
1.918,1.442,1.961,1.782,SlightLeftTurn
1.905,1.441,1.963,1.795,SlightLeftTurn
1.891,1.437,1.965,1.809,SlightLeftTurn
1.877,1.435,1.966,1.823,SlightLeftTurn
1.862,1.434,1.931,1.838,SlightLeftTurn
1.848,1.433,1.919,1.853,SlightLeftTurn
1.833,1.431,1.974,1.868,SlightLeftTurn
1.818,1.430,1.977,1.883,SlightLeftTurn
1.804,1.431,1.878,1.898,SlightLeftTurn
1.790,1.430,1.982,1.912,SlightLeftTurn
1.776,1.431,1.984,1.925,SlightLeftTurn
1.762,1.440,1.828,1.938,SlightLeftTurn
1.686,1.432,1.787,1.951,SlightLeftTurn
1.677,1.424,1.765,1.964,SlightLeftTurn
1.658,1.422,1.750,1.977,SlightLeftTurn
1.646,1.421,1.748,1.991,SlightLeftTurn
1.637,0.664,1.845,2.004,MoveForward
1.524,0.665,1.717,2.020,MoveForward
1.425,0.675,1.690,2.034,MoveForward
1.418,0.686,1.676,2.047,MoveForward
1.416,0.693,1.658,2.068,MoveForward
1.403,0.696,1.646,2.073,MoveForward
1.393,0.795,1.633,2.082,MoveForward
1.413,0.805,1.620,2.097,MoveForward
1.414,0.819,1.613,2.110,MoveForward
1.410,0.830,1.595,2.124,MoveForward
1.359,0.915,1.578,2.141,SlightLeftTurn
1.345,0.982,1.565,2.156,SlightLeftTurn
1.332,2.168,1.551,2.159,SlightLeftTurn
1.318,0.880,1.533,2.171,MoveForward
1.304,2.192,1.517,2.186,SlightLeftTurn
1.290,2.204,1.503,2.230,SlightLeftTurn
1.277,2.217,1.488,2.203,SlightLeftTurn
1.263,2.229,1.475,2.228,SlightLeftTurn
1.249,1.292,1.462,2.298,SlightLeftTurn
1.236,1.297,1.454,2.271,SlightLeftTurn
1.223,1.305,1.443,2.290,SlightLeftTurn
1.210,1.312,1.432,2.301,SlightLeftTurn
1.201,1.319,1.423,2.283,SlightLeftTurn
1.190,2.290,1.414,2.369,SlightLeftTurn
1.181,2.298,1.405,2.368,SlightLeftTurn
1.170,2.304,1.395,3.323,SlightLeftTurn
1.157,1.762,1.383,2.383,SlightLeftTurn
1.144,1.772,1.375,3.348,SlightLeftTurn
1.132,2.326,1.367,2.396,SlightLeftTurn
1.120,2.333,1.360,2.399,SlightLeftTurn
1.108,2.340,1.353,2.398,SlightLeftTurn
1.096,2.347,1.346,2.410,SlightLeftTurn
1.083,0.844,1.340,2.413,MoveForward
1.071,0.848,1.334,2.429,MoveForward
1.059,0.814,1.331,2.413,MoveForward
1.046,0.820,1.327,2.405,MoveForward
1.032,0.820,1.321,2.454,MoveForward
1.017,0.859,1.316,2.427,MoveForward
0.999,0.825,1.311,2.438,MoveForward
0.982,0.828,1.307,2.453,MoveForward
0.965,0.831,1.299,2.470,MoveForward
0.947,0.829,1.296,2.488,MoveForward
0.929,0.828,1.292,2.509,MoveForward
0.910,0.830,1.289,2.528,MoveForward
0.891,0.833,1.286,2.541,SharpRightTurn
0.872,0.835,1.283,2.563,SharpRightTurn
0.853,0.835,1.280,2.582,SharpRightTurn
0.834,0.837,1.278,2.605,SharpRightTurn
0.814,0.840,1.275,2.625,SharpRightTurn
0.796,0.843,1.273,2.643,SharpRightTurn
0.780,0.845,1.271,2.671,SharpRightTurn
0.775,0.844,1.277,2.661,SharpRightTurn
0.778,0.843,1.279,2.662,SharpRightTurn
0.780,0.842,1.280,2.659,SharpRightTurn
0.782,0.841,1.280,2.658,SharpRightTurn
0.783,0.841,1.280,2.658,SharpRightTurn
0.782,0.844,1.281,2.656,SharpRightTurn
0.782,0.844,1.282,2.659,SharpRightTurn
0.782,0.842,1.282,2.657,SharpRightTurn
0.783,0.845,1.283,2.660,SharpRightTurn
0.786,0.841,1.284,2.664,SharpRightTurn
0.783,0.840,1.284,2.668,SharpRightTurn
0.784,0.838,1.285,2.655,SharpRightTurn
0.787,0.834,1.282,2.666,SharpRightTurn
0.786,0.833,1.283,2.667,SharpRightTurn
0.786,0.831,1.284,2.705,SharpRightTurn
0.782,0.829,1.285,3.668,SharpRightTurn
0.781,0.828,1.287,3.668,SharpRightTurn
0.780,0.826,1.288,3.667,SharpRightTurn
0.780,0.825,1.290,3.667,SharpRightTurn
0.779,0.823,1.293,3.667,SharpRightTurn
0.779,0.822,1.295,3.667,SharpRightTurn
0.781,0.830,1.301,3.676,SharpRightTurn
0.781,0.905,1.304,3.678,SharpRightTurn
0.780,0.834,1.303,3.720,SharpRightTurn
0.778,0.825,1.304,3.667,SharpRightTurn
0.772,0.831,1.306,3.705,SharpRightTurn
0.770,0.821,1.307,3.671,SharpRightTurn
0.769,0.820,1.309,3.678,SharpRightTurn
0.768,0.854,1.311,3.672,SharpRightTurn
0.767,0.890,1.314,3.717,SharpRightTurn
0.766,0.884,1.316,0.836,SharpRightTurn
0.766,0.826,1.322,0.823,SharpRightTurn
0.769,0.822,1.351,0.813,SharpRightTurn
0.768,0.798,1.329,0.808,SharpRightTurn
0.780,0.794,1.338,0.805,SharpRightTurn
0.796,0.791,1.335,0.803,SharpRightTurn
0.767,0.787,1.334,0.807,SharpRightTurn
0.766,0.784,1.337,0.810,SharpRightTurn
0.766,0.780,1.342,0.795,SharpRightTurn
0.768,0.773,1.345,0.793,SharpRightTurn
0.771,0.770,1.351,0.792,SharpRightTurn
0.784,0.767,1.828,0.791,SharpRightTurn
0.843,0.763,1.383,0.786,SharpRightTurn
0.885,0.755,1.386,0.785,SharpRightTurn
0.887,0.752,1.390,0.784,SharpRightTurn
0.885,0.749,1.367,0.783,SharpRightTurn
1.333,0.748,1.394,0.783,MoveForward
1.338,0.742,1.401,0.787,MoveForward
1.339,0.735,1.919,0.787,MoveForward
1.335,0.733,1.920,0.787,MoveForward
1.333,0.732,1.919,0.789,MoveForward
1.331,0.732,1.918,0.790,MoveForward
1.329,0.732,1.916,0.793,MoveForward
1.323,0.732,1.913,0.799,MoveForward
1.315,0.731,1.909,0.807,MoveForward
1.304,0.731,1.903,0.818,MoveForward
1.295,0.724,1.896,0.830,MoveForward
1.280,0.719,1.888,0.845,MoveForward
1.264,0.715,1.879,0.861,MoveForward
1.247,0.710,1.870,0.877,MoveForward
1.230,0.709,1.861,0.895,MoveForward
1.211,0.700,1.663,0.912,MoveForward
1.048,0.694,1.841,0.931,MoveForward
1.025,0.689,1.569,0.950,MoveForward
1.005,0.684,1.821,0.969,MoveForward
0.988,0.678,1.811,0.988,MoveForward
0.971,0.673,1.798,1.008,MoveForward
0.955,0.667,1.788,1.028,MoveForward
0.938,0.662,1.778,1.048,MoveForward
0.922,0.656,1.766,1.068,MoveForward
0.905,0.650,1.759,1.089,MoveForward
0.886,0.638,1.741,1.131,SharpRightTurn
0.954,0.627,1.718,1.166,MoveForward
0.935,0.618,1.717,1.188,MoveForward
0.915,0.612,1.710,1.204,MoveForward
0.897,0.606,1.693,1.225,SharpRightTurn
0.880,0.601,1.686,1.238,SharpRightTurn
0.864,0.597,1.683,1.254,SharpRightTurn
0.849,0.593,1.680,1.269,SharpRightTurn
0.835,0.589,1.678,1.283,SharpRightTurn
0.824,0.585,1.675,1.293,SharpRightTurn
0.822,0.583,1.676,1.295,SharpRightTurn
0.825,0.578,1.677,1.292,SharpRightTurn
0.826,0.578,1.675,1.290,SharpRightTurn
0.826,0.582,1.675,1.291,SharpRightTurn
0.826,0.578,1.678,1.291,SharpRightTurn
0.826,0.578,1.678,1.287,SharpRightTurn
0.826,0.577,1.679,1.287,SharpRightTurn
0.826,0.576,1.680,1.290,SharpRightTurn
0.827,0.572,1.681,1.287,SharpRightTurn
0.827,0.572,0.893,1.286,SharpRightTurn
0.827,0.572,1.682,1.286,SharpRightTurn
0.827,0.571,0.894,1.289,SharpRightTurn
0.827,0.570,0.895,1.289,SharpRightTurn
0.828,0.569,1.689,1.289,SharpRightTurn
0.828,0.568,0.898,1.286,SharpRightTurn
0.828,0.566,0.901,1.290,SharpRightTurn
0.828,0.564,1.581,1.291,SharpRightTurn
0.828,0.564,1.585,1.295,SharpRightTurn
0.826,0.562,1.587,1.309,SharpRightTurn
0.826,0.561,1.693,5.000,SharpRightTurn
0.825,0.566,1.694,5.000,SharpRightTurn
0.825,0.565,1.695,5.000,SharpRightTurn
0.825,0.565,1.695,5.000,SharpRightTurn
0.825,0.565,1.695,5.000,SharpRightTurn
0.825,0.560,1.695,5.000,SharpRightTurn
0.826,0.559,1.696,1.164,SharpRightTurn
0.825,0.554,1.701,1.163,SharpRightTurn
0.826,0.553,1.702,1.162,SharpRightTurn
0.826,0.552,1.701,1.158,SharpRightTurn
0.826,0.550,1.702,1.157,SharpRightTurn
0.827,0.549,1.706,1.156,SharpRightTurn
0.827,0.547,1.711,1.156,SharpRightTurn
0.828,0.546,1.712,1.155,SharpRightTurn
0.827,0.545,1.724,1.161,SharpRightTurn
0.826,0.547,2.017,5.000,SharpRightTurn
0.825,0.550,2.408,5.000,SharpRightTurn
0.823,0.547,1.363,5.000,SharpRightTurn
0.822,0.545,2.443,5.000,SharpRightTurn
0.821,0.538,2.438,1.167,SharpRightTurn
0.820,0.532,2.440,4.763,SharpRightTurn
0.820,0.530,2.445,1.162,SharpRightTurn
0.820,0.529,2.450,5.000,SharpRightTurn
0.820,0.528,2.450,5.000,SharpRightTurn
0.823,0.527,2.468,0.595,SharpRightTurn
0.821,0.527,2.645,0.597,SharpRightTurn
0.824,0.526,2.616,0.589,SharpRightTurn
0.824,0.526,2.613,0.587,SharpRightTurn
0.823,0.525,2.618,0.580,SharpRightTurn
0.822,0.524,2.887,0.575,SharpRightTurn
0.818,0.527,2.889,0.572,SharpRightTurn
0.817,0.527,2.969,0.572,SharpRightTurn
0.816,0.542,2.896,0.572,SharpRightTurn
0.816,0.707,2.479,0.571,SharpRightTurn
0.814,0.524,2.471,0.577,SharpRightTurn
0.813,0.520,2.480,0.574,SharpRightTurn
0.813,0.523,2.894,0.554,SharpRightTurn
0.812,0.527,2.899,0.628,SharpRightTurn
0.812,0.572,2.901,0.570,SharpRightTurn
0.811,0.867,2.903,0.579,SharpRightTurn
0.813,0.842,1.328,0.537,SharpRightTurn
0.879,0.838,1.321,0.528,SharpRightTurn
0.816,0.548,1.322,0.524,SharpRightTurn
0.812,0.667,1.323,0.518,SharpRightTurn
0.811,0.665,1.330,0.519,SharpRightTurn
0.814,0.666,1.334,0.519,SharpRightTurn
0.817,0.546,1.346,0.520,SharpRightTurn
1.554,0.538,1.327,0.511,MoveForward
0.837,0.805,1.328,0.509,SharpRightTurn
0.903,0.549,1.326,0.498,MoveForward
1.580,0.799,1.327,0.493,MoveForward
1.719,0.795,1.328,0.493,MoveForward
1.721,0.793,1.329,0.494,MoveForward
1.717,0.793,1.329,0.492,MoveForward
1.717,0.796,1.329,0.496,MoveForward
1.716,0.793,1.329,0.496,MoveForward
1.715,0.796,1.330,0.497,MoveForward
1.569,0.791,1.331,0.497,MoveForward
1.566,0.792,1.333,0.502,MoveForward
1.696,0.788,1.337,0.511,MoveForward
1.685,0.780,1.343,0.521,MoveForward
1.669,0.775,1.349,0.533,MoveForward
0.902,0.616,1.355,0.547,MoveForward
1.637,0.632,1.362,0.562,MoveForward
1.620,0.753,1.370,0.577,MoveForward
1.596,0.745,1.378,0.594,MoveForward
1.569,0.737,1.385,0.611,MoveForward
1.553,0.729,1.393,0.629,MoveForward
1.552,0.721,1.401,0.647,MoveForward
1.533,0.712,1.409,0.665,MoveForward
0.835,0.704,1.414,0.683,SharpRightTurn
0.806,0.697,1.425,0.701,SharpRightTurn
0.791,0.688,1.432,0.719,SharpRightTurn
0.780,0.680,1.437,0.737,SharpRightTurn
0.858,0.672,1.445,0.754,SharpRightTurn
1.416,0.664,1.455,0.771,MoveForward
1.407,0.657,1.462,0.787,MoveForward
1.403,0.652,1.467,0.794,MoveForward
1.401,0.650,1.467,0.792,MoveForward
0.854,0.651,1.467,0.790,SharpRightTurn
0.857,0.651,1.466,0.791,SharpRightTurn
1.404,0.652,1.466,0.793,MoveForward
0.854,0.650,1.467,0.794,SharpRightTurn
0.851,0.650,1.467,0.794,SharpRightTurn
0.855,0.649,1.467,0.794,SharpRightTurn
0.851,0.649,1.468,0.794,SharpRightTurn
0.847,0.649,1.468,0.794,SharpRightTurn
0.847,0.651,1.469,0.794,SharpRightTurn
0.853,0.651,1.473,0.793,SharpRightTurn
1.395,0.649,1.474,0.794,MoveForward
1.394,0.656,1.473,0.794,MoveForward
1.394,0.645,1.480,0.794,MoveForward
1.392,0.643,1.476,0.795,MoveForward
1.391,0.643,1.477,0.797,MoveForward
1.389,0.643,1.480,0.799,MoveForward
1.387,0.642,1.477,0.801,MoveForward
1.382,0.641,1.482,0.806,MoveForward
0.858,0.635,1.491,0.813,SharpRightTurn
1.364,0.631,1.487,0.824,MoveForward
1.348,0.627,1.495,0.836,MoveForward
1.334,0.622,1.509,0.853,MoveForward
1.316,0.617,1.528,0.864,MoveForward
0.907,0.612,1.553,0.879,MoveForward
1.291,0.607,1.544,0.895,MoveForward
1.275,0.603,1.571,0.912,MoveForward
1.262,0.599,1.576,0.929,MoveForward
1.242,0.594,1.578,0.946,MoveForward
1.226,0.590,1.577,0.963,MoveForward
1.209,0.585,1.588,0.981,MoveForward
1.191,0.580,1.591,0.999,MoveForward
1.171,0.576,1.597,1.017,MoveForward
1.153,0.572,1.602,1.036,MoveForward
1.136,0.567,1.609,1.055,MoveForward
1.118,0.562,1.616,1.077,MoveForward
1.100,0.557,1.604,1.097,MoveForward
1.084,0.552,1.630,1.116,MoveForward
1.066,0.547,1.642,1.133,MoveForward
1.047,0.542,1.650,1.156,MoveForward
0.842,0.537,1.665,1.176,SharpRightTurn
0.815,0.531,1.767,1.195,SharpRightTurn
0.992,0.526,1.816,1.215,MoveForward
0.977,0.521,3.182,1.236,MoveForward
0.958,0.516,1.856,1.256,MoveForward
0.746,0.512,1.868,1.271,SharpRightTurn
0.729,0.508,1.773,1.289,SharpRightTurn
0.910,0.504,3.201,1.306,MoveForward
0.895,0.500,3.205,1.323,SharpRightTurn
0.888,0.497,3.209,1.339,SharpRightTurn
0.868,0.493,3.213,1.352,SharpRightTurn
0.858,0.489,3.216,1.362,SharpRightTurn
0.852,0.487,3.217,1.364,SharpRightTurn
0.853,0.487,3.217,1.362,SharpRightTurn
0.854,0.487,1.759,1.361,SharpRightTurn
0.854,0.487,1.762,1.361,SharpRightTurn
0.854,0.486,1.759,1.360,SharpRightTurn
0.853,0.486,1.766,1.361,SharpRightTurn
0.853,0.485,1.757,1.360,SharpRightTurn
0.852,0.484,1.755,1.360,SharpRightTurn
0.852,0.483,1.755,1.360,SharpRightTurn
0.851,0.482,1.757,1.360,SharpRightTurn
0.847,0.481,1.765,1.132,SharpRightTurn
0.846,0.480,1.767,1.360,SharpRightTurn
0.846,0.479,3.230,1.367,SharpRightTurn
0.849,0.476,1.941,1.362,SharpRightTurn
0.848,0.474,1.941,1.361,SharpRightTurn
0.848,0.473,1.938,1.114,SharpRightTurn
0.848,0.473,1.938,1.111,SharpRightTurn
0.851,0.472,1.938,1.107,SharpRightTurn
0.851,0.471,1.939,1.104,SharpRightTurn
0.851,0.471,1.785,1.103,SharpRightTurn
1.482,0.469,1.773,1.386,SlightRightTurn
1.482,0.468,1.774,1.102,SlightRightTurn
1.132,0.466,1.772,1.094,SlightRightTurn
1.540,0.465,1.774,1.094,SlightRightTurn
1.132,0.464,1.775,1.095,SlightRightTurn
1.117,0.463,1.776,1.085,SlightRightTurn
1.120,0.464,1.776,1.061,SlightRightTurn
1.132,0.464,1.776,0.569,SlightRightTurn
1.125,0.464,1.776,0.570,SlightRightTurn
1.120,0.465,1.776,0.570,SlightRightTurn
1.114,0.465,1.777,0.569,SlightRightTurn
1.109,0.466,1.775,0.569,SlightRightTurn
1.103,0.466,1.777,1.086,SlightRightTurn
1.104,0.468,1.778,1.027,SlightRightTurn
1.504,0.469,1.779,1.034,SlightRightTurn
1.496,0.470,1.781,1.041,SlightRightTurn
1.485,0.472,1.783,0.566,SlightRightTurn
1.476,0.473,1.784,0.567,SlightRightTurn
1.468,0.475,1.789,0.564,SlightRightTurn
1.460,0.476,1.790,0.568,SlightRightTurn
1.451,0.478,1.795,0.569,SlightRightTurn
1.443,0.479,1.554,0.980,SlightRightTurn
1.435,0.481,1.556,0.988,SlightRightTurn
1.427,0.483,1.558,0.568,SlightRightTurn
1.419,0.485,1.567,1.009,SlightRightTurn
1.412,0.487,1.573,0.574,SlightRightTurn
1.404,0.489,1.581,0.576,SlightRightTurn
1.399,0.492,1.590,1.007,SlightRightTurn
1.391,0.495,1.599,1.016,MoveForward
1.321,0.497,1.608,1.273,MoveForward
1.306,0.499,1.617,1.282,MoveForward
1.298,0.502,1.623,1.051,MoveForward
1.289,0.505,1.636,1.300,MoveForward
1.279,0.509,1.652,1.070,MoveForward
1.271,0.513,1.661,0.889,MoveForward
1.329,0.517,1.672,0.900,MoveForward
1.318,0.522,1.687,0.911,MoveForward
1.307,0.526,1.704,0.928,MoveForward
1.294,0.531,1.720,0.938,MoveForward
1.282,0.538,1.738,0.958,MoveForward
1.268,0.545,1.758,0.979,MoveForward
1.250,0.552,1.780,0.996,MoveForward
1.232,0.560,1.794,1.024,MoveForward
1.214,0.567,1.815,1.485,MoveForward
1.198,0.574,1.836,1.501,MoveForward
1.178,0.581,1.846,1.525,MoveForward
1.127,0.587,1.883,0.929,MoveForward
1.105,0.594,1.890,0.947,MoveForward
1.082,0.600,1.896,0.969,MoveForward
1.062,0.607,1.933,0.990,MoveForward
1.043,0.615,1.930,1.006,MoveForward
1.024,0.623,1.933,1.611,MoveForward
1.004,0.631,1.937,1.570,MoveForward
0.985,0.639,1.919,1.587,MoveForward
0.966,0.647,2.086,1.577,MoveForward
0.947,0.655,2.085,1.631,MoveForward
0.929,0.662,2.088,1.617,MoveForward
0.914,0.669,2.088,0.735,MoveForward
0.897,0.676,2.091,1.570,SharpRightTurn
0.885,0.684,2.167,1.556,SharpRightTurn
1.124,0.681,3.021,1.613,MoveForward
1.116,0.683,2.233,1.633,MoveForward
1.497,0.686,2.233,1.653,MoveForward
1.479,0.689,2.240,1.674,MoveForward
1.462,0.694,2.288,1.709,MoveForward
1.446,0.700,2.987,1.158,MoveForward
1.431,0.705,2.981,0.813,MoveForward
1.058,0.711,2.976,1.182,MoveForward
1.047,0.716,2.971,1.209,MoveForward
1.039,0.721,2.965,0.812,MoveForward
