@relation WallFollowingRobotNavigation_2

@attribute SD_front numeric
@attribute SD_left numeric
@attribute Class {MoveForward, SlightRightTurn, SharpRightTurn, SlightLeftTurn}

@data
1.556,1.413,SlightLeftTurn
1.556,1.413,SlightLeftTurn
1.558,1.413,SlightLeftTurn
1.558,1.414,SlightLeftTurn
1.558,1.413,SlightLeftTurn
1.557,1.414,SlightLeftTurn
1.556,1.414,SlightLeftTurn
1.555,1.418,SlightLeftTurn
1.558,1.419,SlightLeftTurn
1.554,1.420,SlightLeftTurn
1.427,0.720,MoveForward
1.426,0.718,MoveForward
1.423,0.720,MoveForward
1.422,0.724,MoveForward
1.421,0.721,MoveForward
1.417,0.725,MoveForward
1.420,0.725,MoveForward
1.419,0.723,MoveForward
1.421,0.727,MoveForward
1.417,0.725,MoveForward
1.417,0.728,MoveForward
1.543,1.443,SlightLeftTurn
1.504,0.726,MoveForward
1.415,0.727,MoveForward
1.413,0.727,MoveForward
1.537,0.729,MoveForward
1.411,0.727,MoveForward
1.417,0.728,MoveForward
1.416,0.729,MoveForward
1.412,0.730,MoveForward
1.411,0.731,MoveForward
1.416,0.731,MoveForward
1.412,0.732,MoveForward
1.411,0.729,MoveForward
1.414,0.730,MoveForward
1.406,0.731,MoveForward
1.407,0.733,MoveForward
1.403,0.737,MoveForward
1.390,0.744,MoveForward
1.380,0.750,MoveForward
1.371,0.756,MoveForward
1.360,0.769,MoveForward
1.350,5.000,SlightLeftTurn
1.340,2.669,SlightLeftTurn
1.329,2.657,SlightLeftTurn
1.321,2.647,SlightLeftTurn
1.311,2.636,SlightLeftTurn
1.299,1.327,SlightLeftTurn
1.315,1.304,SlightLeftTurn
1.304,1.291,SlightLeftTurn
1.285,1.281,SlightLeftTurn
1.274,1.274,SlightLeftTurn
1.280,1.268,SlightLeftTurn
1.239,1.258,SlightLeftTurn
1.222,1.169,SlightLeftTurn
1.211,1.171,SlightLeftTurn
1.201,1.174,SlightLeftTurn
1.191,1.177,SlightLeftTurn
1.181,1.180,SlightLeftTurn
1.172,1.180,SlightLeftTurn
1.159,1.179,SlightLeftTurn
1.150,0.940,SlightLeftTurn
1.144,0.947,SlightLeftTurn
1.135,0.958,SlightLeftTurn
1.126,1.183,SlightLeftTurn
1.121,1.184,SlightLeftTurn
1.107,1.185,SlightLeftTurn
1.096,1.186,SlightLeftTurn
1.082,1.189,SlightLeftTurn
1.072,1.198,SlightLeftTurn
1.061,2.505,SlightLeftTurn
1.054,1.007,SlightLeftTurn
1.044,1.009,SlightLeftTurn
1.033,1.010,SlightLeftTurn
1.020,1.015,SlightLeftTurn
1.005,1.023,SlightLeftTurn
0.993,1.041,SlightLeftTurn
0.981,1.029,SlightLeftTurn
0.973,1.034,SlightLeftTurn
0.957,1.033,SlightLeftTurn
0.944,1.003,SlightLeftTurn
0.931,1.001,SlightLeftTurn
0.918,1.038,SlightLeftTurn
0.904,1.039,SlightLeftTurn
0.894,1.040,SharpRightTurn
0.881,1.043,SharpRightTurn
0.862,2.575,SharpRightTurn
0.847,2.580,SharpRightTurn
0.833,4.428,SharpRightTurn
0.819,3.743,SharpRightTurn
0.811,5.000,SharpRightTurn
0.811,1.032,SharpRightTurn
0.818,1.027,SharpRightTurn
0.821,1.027,SharpRightTurn
0.823,1.027,SharpRightTurn
0.823,1.027,SharpRightTurn
0.823,1.023,SharpRightTurn
0.824,1.026,SharpRightTurn
0.824,0.982,SharpRightTurn
0.824,0.978,SharpRightTurn
0.820,0.976,SharpRightTurn
0.820,0.972,SharpRightTurn
0.820,0.970,SharpRightTurn
0.820,0.965,SharpRightTurn
0.820,0.964,SharpRightTurn
0.821,0.965,SharpRightTurn
0.821,0.964,SharpRightTurn
0.822,0.962,SharpRightTurn
0.823,0.963,SharpRightTurn
0.823,0.961,SharpRightTurn
0.823,0.955,SharpRightTurn
0.822,0.950,SharpRightTurn
0.821,0.948,SharpRightTurn
0.821,0.946,SharpRightTurn
0.820,0.944,SharpRightTurn
0.820,0.945,SharpRightTurn
0.820,0.944,SharpRightTurn
0.823,0.949,SharpRightTurn
0.824,0.956,SharpRightTurn
0.823,0.958,SharpRightTurn
0.819,0.933,SharpRightTurn
0.819,0.931,SharpRightTurn
0.818,0.928,SharpRightTurn
0.817,0.927,SharpRightTurn
0.817,0.928,SharpRightTurn
0.820,1.016,SharpRightTurn
0.820,1.013,SharpRightTurn
0.819,1.011,SharpRightTurn
0.818,1.009,SharpRightTurn
0.813,0.923,SharpRightTurn
0.811,0.919,SharpRightTurn
0.811,0.992,SharpRightTurn
0.810,0.864,SharpRightTurn
0.810,0.847,SharpRightTurn
0.818,0.840,SharpRightTurn
1.224,0.837,MoveForward
0.895,0.833,SharpRightTurn
0.809,0.830,SharpRightTurn
0.807,0.827,SharpRightTurn
0.810,0.980,SharpRightTurn
0.810,0.983,SharpRightTurn
0.811,0.840,SharpRightTurn
0.808,0.979,SharpRightTurn
0.811,0.978,SharpRightTurn
0.818,0.844,SharpRightTurn
0.817,0.842,SharpRightTurn
0.824,0.842,SharpRightTurn
0.886,0.813,SharpRightTurn
0.882,0.806,SharpRightTurn
0.882,0.800,SharpRightTurn
1.224,0.798,MoveForward
1.224,0.796,MoveForward
1.225,0.793,MoveForward
1.226,0.791,MoveForward
1.225,0.790,MoveForward
1.224,0.790,MoveForward
1.221,0.789,MoveForward
1.215,0.787,MoveForward
1.206,0.784,MoveForward
1.196,0.780,MoveForward
1.183,0.774,MoveForward
1.169,0.768,MoveForward
1.153,0.762,MoveForward
1.136,0.755,MoveForward
1.118,0.748,MoveForward
1.100,0.741,MoveForward
1.081,0.734,MoveForward
1.063,0.727,MoveForward
1.044,0.719,MoveForward
1.025,0.712,MoveForward
1.006,0.705,MoveForward
0.986,0.697,MoveForward
0.967,0.689,MoveForward
0.947,0.681,MoveForward
0.928,0.674,MoveForward
0.868,0.666,SharpRightTurn
0.852,0.658,SharpRightTurn
0.835,0.650,SharpRightTurn
0.850,0.643,SharpRightTurn
0.808,0.635,SharpRightTurn
0.801,0.625,SharpRightTurn
0.801,0.621,SharpRightTurn
0.795,0.622,SharpRightTurn
0.798,0.624,SharpRightTurn
0.802,0.617,SharpRightTurn
0.804,0.618,SharpRightTurn
0.807,0.618,SharpRightTurn
0.803,0.617,SharpRightTurn
0.804,0.617,SharpRightTurn
0.804,0.612,SharpRightTurn
0.804,0.612,SharpRightTurn
0.804,0.611,SharpRightTurn
0.804,0.610,SharpRightTurn
0.804,0.609,SharpRightTurn
0.804,0.607,SharpRightTurn
0.804,0.605,SharpRightTurn
0.804,0.596,SharpRightTurn
0.804,0.594,SharpRightTurn
0.804,0.589,SharpRightTurn
0.804,0.584,SharpRightTurn
0.805,0.583,SharpRightTurn
0.806,0.581,SharpRightTurn
0.807,0.579,SharpRightTurn
0.808,0.581,SharpRightTurn
0.807,0.580,SharpRightTurn
0.807,0.580,SharpRightTurn
0.807,0.580,SharpRightTurn
0.807,0.580,SharpRightTurn
0.807,0.580,SharpRightTurn
0.807,0.579,SharpRightTurn
0.807,0.582,SharpRightTurn
0.808,0.581,SharpRightTurn
0.808,0.579,SharpRightTurn
0.808,0.574,SharpRightTurn
0.808,0.572,SharpRightTurn
0.808,0.571,SharpRightTurn
0.808,0.569,SharpRightTurn
0.807,0.567,SharpRightTurn
0.808,0.565,SharpRightTurn
0.808,0.563,SharpRightTurn
0.808,0.563,SharpRightTurn
0.808,0.563,SharpRightTurn
0.808,0.563,SharpRightTurn
0.808,0.562,SharpRightTurn
0.807,0.562,SharpRightTurn
0.807,0.564,SharpRightTurn
0.806,0.568,SharpRightTurn
0.805,0.566,SharpRightTurn
0.805,0.567,SharpRightTurn
0.804,0.557,SharpRightTurn
0.803,0.552,SharpRightTurn
0.803,0.550,SharpRightTurn
0.802,0.548,SharpRightTurn
0.802,0.543,SharpRightTurn
0.806,0.545,SharpRightTurn
0.806,0.543,SharpRightTurn
0.804,0.542,SharpRightTurn
0.800,0.592,SharpRightTurn
0.798,0.564,SharpRightTurn
0.796,0.543,SharpRightTurn
0.795,0.539,SharpRightTurn
0.794,0.538,SharpRightTurn
0.793,0.541,SharpRightTurn
0.793,0.610,SharpRightTurn
0.793,0.842,SharpRightTurn
0.795,0.825,SharpRightTurn
0.817,0.703,SharpRightTurn
0.833,0.572,SharpRightTurn
0.794,0.674,SharpRightTurn
0.794,0.569,SharpRightTurn
0.797,0.851,SharpRightTurn
0.800,0.556,SharpRightTurn
0.817,0.570,SharpRightTurn
0.825,0.569,SharpRightTurn
1.696,0.572,MoveForward
1.699,0.574,MoveForward
0.975,0.776,MoveForward
0.968,0.776,MoveForward
1.698,0.775,MoveForward
1.700,0.774,MoveForward
1.696,0.774,MoveForward
1.694,0.771,MoveForward
1.690,0.769,MoveForward
1.683,0.766,MoveForward
0.948,0.766,MoveForward
0.948,0.762,MoveForward
0.931,0.756,MoveForward
0.913,0.752,MoveForward
1.615,0.745,MoveForward
1.598,0.735,MoveForward
1.580,0.729,MoveForward
1.561,0.726,MoveForward
1.544,0.715,MoveForward
0.881,0.708,SharpRightTurn
0.886,0.704,SharpRightTurn
1.484,0.697,MoveForward
1.468,0.686,MoveForward
1.444,0.682,MoveForward
0.881,0.675,SharpRightTurn
0.860,0.665,SharpRightTurn
1.395,0.659,MoveForward
0.867,0.653,SharpRightTurn
1.360,0.647,MoveForward
1.344,0.641,MoveForward
1.335,0.639,MoveForward
1.331,0.640,MoveForward
1.328,0.636,MoveForward
1.327,0.658,MoveForward
1.324,0.636,MoveForward
1.321,0.635,MoveForward
0.886,0.634,SharpRightTurn
1.316,0.633,MoveForward
1.314,0.632,MoveForward
1.316,0.632,MoveForward
1.313,0.637,MoveForward
1.311,0.634,MoveForward
1.311,0.633,MoveForward
1.306,0.650,MoveForward
1.303,0.632,MoveForward
1.300,0.628,MoveForward
1.298,0.627,MoveForward
1.296,0.626,MoveForward
1.295,0.625,MoveForward
1.293,0.625,MoveForward
1.291,0.624,MoveForward
1.286,0.623,MoveForward
1.287,0.622,MoveForward
1.282,0.622,MoveForward
1.278,0.623,MoveForward
1.275,0.625,MoveForward
1.266,0.633,MoveForward
0.846,0.612,SharpRightTurn
0.832,0.608,SharpRightTurn
1.226,0.602,MoveForward
1.207,0.597,MoveForward
1.191,0.591,MoveForward
0.835,0.583,SharpRightTurn
1.158,0.582,MoveForward
1.144,0.578,MoveForward
1.134,0.575,MoveForward
1.121,0.568,MoveForward
1.108,0.564,MoveForward
1.096,0.559,MoveForward
0.781,0.552,SharpRightTurn
0.766,0.547,SharpRightTurn
0.596,0.543,SharpRightTurn
1.040,0.534,MoveForward
0.586,0.529,SharpRightTurn
0.823,0.524,SharpRightTurn
0.802,0.520,SharpRightTurn
0.987,0.516,MoveForward
0.766,0.510,SharpRightTurn
0.762,0.507,SharpRightTurn
0.762,0.506,SharpRightTurn
0.759,0.506,SharpRightTurn
0.759,0.506,SharpRightTurn
0.761,0.505,SharpRightTurn
0.980,0.504,MoveForward
0.983,0.504,MoveForward
0.972,0.503,MoveForward
0.971,0.502,MoveForward
0.970,0.501,MoveForward
0.969,0.501,MoveForward
0.967,0.501,MoveForward
0.966,0.501,MoveForward
0.964,0.501,MoveForward
0.961,0.500,MoveForward
0.951,0.499,MoveForward
0.943,0.498,MoveForward
0.882,0.497,SharpRightTurn
0.865,0.495,SharpRightTurn
0.906,0.494,SlightRightTurn
0.892,0.493,SharpRightTurn
0.876,0.491,SharpRightTurn
0.866,0.489,SharpRightTurn
0.855,0.489,SharpRightTurn
0.844,0.488,SharpRightTurn
0.835,0.487,SharpRightTurn
0.834,0.486,SharpRightTurn
0.835,0.484,SharpRightTurn
0.836,0.483,SharpRightTurn
0.836,0.483,SharpRightTurn
0.836,0.482,SharpRightTurn
0.836,0.482,SharpRightTurn
0.836,0.481,SharpRightTurn
0.839,0.480,SharpRightTurn
0.842,0.479,SharpRightTurn
1.461,0.477,SlightRightTurn
1.111,0.476,SlightRightTurn
1.110,0.474,SlightRightTurn
1.109,0.473,SlightRightTurn
1.104,0.472,SlightRightTurn
1.102,0.472,SlightRightTurn
1.105,0.472,SlightRightTurn
1.105,0.472,SlightRightTurn
1.101,0.472,SlightRightTurn
1.101,0.472,SlightRightTurn
1.103,0.472,SlightRightTurn
1.102,0.472,SlightRightTurn
1.105,0.472,SlightRightTurn
1.098,0.473,SlightRightTurn
1.500,0.473,SlightRightTurn
1.493,0.474,SlightRightTurn
1.486,0.475,SlightRightTurn
1.479,0.476,SlightRightTurn
1.468,0.478,SlightRightTurn
1.460,0.480,SlightRightTurn
1.456,0.481,SlightRightTurn
1.447,0.483,SlightRightTurn
1.436,0.484,SlightRightTurn
1.427,0.486,SlightRightTurn
1.419,0.488,SlightRightTurn
1.412,0.490,SlightRightTurn
1.406,0.492,SlightRightTurn
1.397,0.494,SlightRightTurn
1.389,0.497,MoveForward
1.315,0.499,MoveForward
1.304,0.502,MoveForward
1.299,0.504,MoveForward
1.358,0.508,MoveForward
1.349,0.512,MoveForward
1.339,0.516,MoveForward
1.329,0.521,MoveForward
1.318,0.527,MoveForward
1.306,0.533,MoveForward
1.295,0.539,MoveForward
1.284,0.545,MoveForward
1.266,0.552,MoveForward
1.248,0.559,MoveForward
1.233,0.566,MoveForward
1.212,0.573,MoveForward
1.164,0.580,MoveForward
1.145,0.587,MoveForward
1.123,0.594,MoveForward
1.103,0.601,MoveForward
1.081,0.608,MoveForward
1.061,0.616,MoveForward
1.043,0.623,MoveForward
1.024,0.630,MoveForward
1.005,0.637,MoveForward
0.985,0.645,MoveForward
0.966,0.652,MoveForward
0.947,0.659,MoveForward
0.928,0.664,MoveForward
0.910,0.668,MoveForward
0.893,0.675,SharpRightTurn
0.874,0.683,SharpRightTurn
0.856,0.689,SharpRightTurn
0.837,0.690,SharpRightTurn
0.822,0.691,SharpRightTurn
1.091,0.693,MoveForward
1.088,0.694,MoveForward
1.442,0.697,MoveForward
1.440,0.695,MoveForward
1.445,0.695,MoveForward
1.444,0.696,MoveForward
1.442,0.697,MoveForward
1.439,0.698,MoveForward
1.437,0.699,MoveForward
1.436,0.699,MoveForward
1.435,0.699,MoveForward
1.430,0.700,MoveForward
1.427,0.701,MoveForward
1.422,0.703,MoveForward
1.056,0.706,MoveForward
1.047,0.709,MoveForward
1.041,0.714,MoveForward
1.031,0.720,MoveForward
1.026,0.726,MoveForward
1.018,0.733,MoveForward
1.010,0.740,MoveForward
0.667,0.747,SharpRightTurn
0.645,0.755,SharpRightTurn
0.625,0.763,SharpRightTurn
0.609,0.770,SharpRightTurn
0.593,0.778,SharpRightTurn
0.575,0.785,SharpRightTurn
0.565,0.788,SharpRightTurn
0.554,0.783,SharpRightTurn
0.548,0.776,SharpRightTurn
0.549,0.774,SharpRightTurn
0.553,0.774,SharpRightTurn
0.556,0.771,SharpRightTurn
0.563,0.770,SharpRightTurn
0.569,0.769,SharpRightTurn
0.569,0.769,SharpRightTurn
0.998,0.768,MoveForward
0.995,0.768,MoveForward
0.995,0.767,MoveForward
0.994,0.766,MoveForward
0.996,0.766,MoveForward
0.995,0.766,MoveForward
0.990,0.766,MoveForward
0.985,0.765,MoveForward
0.978,0.764,MoveForward
0.968,0.763,MoveForward
0.956,0.766,MoveForward
0.942,0.765,MoveForward
0.928,0.768,MoveForward
0.913,0.768,MoveForward
0.898,0.771,SharpRightTurn
0.882,0.771,SharpRightTurn
0.865,0.770,SharpRightTurn
0.848,0.764,SharpRightTurn
0.832,0.765,SharpRightTurn
0.816,0.766,SharpRightTurn
0.802,0.767,SharpRightTurn
0.786,0.768,SharpRightTurn
0.781,0.768,SharpRightTurn
0.782,0.769,SharpRightTurn
0.783,0.768,SharpRightTurn
0.785,0.770,SharpRightTurn
0.785,0.768,SharpRightTurn
0.784,0.767,SharpRightTurn
0.784,0.868,SharpRightTurn
0.783,0.870,SharpRightTurn
0.783,0.870,SharpRightTurn
0.782,0.869,SharpRightTurn
0.780,0.771,SharpRightTurn
0.779,0.766,SharpRightTurn
0.778,0.760,SharpRightTurn
0.777,0.754,SharpRightTurn
0.776,0.749,SharpRightTurn
0.776,0.747,SharpRightTurn
0.776,0.746,SharpRightTurn
0.777,0.748,SharpRightTurn
0.777,0.747,SharpRightTurn
0.780,0.747,SharpRightTurn
0.780,0.747,SharpRightTurn
0.779,0.746,SharpRightTurn
0.785,0.391,SharpRightTurn
1.556,0.386,SlightRightTurn
0.828,0.374,SharpRightTurn
0.782,0.372,SharpRightTurn
0.777,0.371,SharpRightTurn
0.776,0.366,SharpRightTurn
0.775,0.364,SharpRightTurn
0.774,0.366,SharpRightTurn
0.776,0.375,SharpRightTurn
0.779,0.746,SharpRightTurn
0.796,0.750,SharpRightTurn
1.807,0.364,SlightRightTurn
1.799,0.354,SlightRightTurn
1.798,0.352,SlightRightTurn
0.944,0.350,SlightRightTurn
1.795,0.350,SlightRightTurn
0.935,0.350,SlightRightTurn
0.942,0.350,SlightRightTurn
1.794,0.350,SlightRightTurn
1.794,0.350,SlightRightTurn
0.938,0.350,SlightRightTurn
0.937,0.350,SlightRightTurn
0.937,0.350,SlightRightTurn
0.943,0.350,SlightRightTurn
0.939,0.350,SlightRightTurn
0.933,0.350,SlightRightTurn
0.936,0.350,SlightRightTurn
0.936,0.350,SlightRightTurn
0.932,0.350,SlightRightTurn
0.935,0.350,SlightRightTurn
0.935,0.350,SlightRightTurn
0.935,0.350,SlightRightTurn
0.935,0.350,SlightRightTurn
0.931,0.350,SlightRightTurn
0.935,0.350,SlightRightTurn
0.931,0.353,SlightRightTurn
0.933,0.353,SlightRightTurn
0.930,0.744,MoveForward
0.923,0.743,MoveForward
0.915,0.743,MoveForward
0.909,0.740,MoveForward
0.902,0.740,MoveForward
0.893,0.733,SharpRightTurn
0.886,0.726,SharpRightTurn
1.717,0.376,SlightRightTurn
1.704,0.371,SlightRightTurn
2.695,0.372,SlightRightTurn
2.682,0.377,SlightRightTurn
2.672,0.396,SlightRightTurn
2.659,0.692,MoveForward
2.647,0.688,MoveForward
2.636,0.684,MoveForward
2.625,0.680,MoveForward
2.616,0.460,SlightRightTurn
2.608,0.674,MoveForward
2.598,0.461,SlightRightTurn
2.586,0.469,SlightRightTurn
2.579,0.662,MoveForward
2.562,0.658,MoveForward
2.552,0.655,MoveForward
2.538,0.651,MoveForward
1.498,0.647,MoveForward
1.480,0.644,MoveForward
1.465,0.511,MoveForward
1.449,0.527,MoveForward
1.429,0.633,MoveForward
1.414,0.626,MoveForward
1.396,0.582,MoveForward
1.378,0.584,MoveForward
1.359,0.613,MoveForward
1.344,0.614,MoveForward
1.325,0.611,MoveForward
1.306,0.607,MoveForward
2.287,0.603,MoveForward
2.266,0.599,MoveForward
2.245,0.595,MoveForward
2.224,0.591,MoveForward
2.204,0.585,MoveForward
2.184,0.582,MoveForward
2.164,0.579,MoveForward
2.145,0.578,MoveForward
2.126,0.575,MoveForward
2.108,0.572,MoveForward
2.089,0.569,MoveForward
2.070,0.566,MoveForward
2.051,0.563,MoveForward
2.032,0.559,MoveForward
2.013,0.556,MoveForward
1.995,0.553,MoveForward
1.976,0.549,MoveForward
1.957,0.546,MoveForward
1.939,0.542,MoveForward
1.920,0.538,MoveForward
1.902,0.534,MoveForward
1.884,0.530,MoveForward
0.592,0.527,SharpRightTurn
0.587,0.523,SharpRightTurn
0.583,0.519,SharpRightTurn
0.576,0.515,SharpRightTurn
0.575,0.511,SharpRightTurn
0.572,0.507,SharpRightTurn
0.568,0.504,SharpRightTurn
0.803,0.500,SharpRightTurn
0.801,0.498,SharpRightTurn
0.802,0.497,SharpRightTurn
0.802,0.497,SharpRightTurn
0.802,0.496,SharpRightTurn
0.802,0.496,SharpRightTurn
0.802,0.496,SharpRightTurn
0.802,0.495,SharpRightTurn
0.802,0.494,SharpRightTurn
0.804,0.493,SharpRightTurn
1.542,0.492,SlightRightTurn
1.542,0.491,SlightRightTurn
1.545,0.490,SlightRightTurn
1.754,0.489,SlightRightTurn
1.754,0.489,SlightRightTurn
1.753,0.489,SlightRightTurn
1.753,0.489,SlightRightTurn
1.754,0.489,SlightRightTurn
1.753,0.489,SlightRightTurn
1.752,0.488,SlightRightTurn
1.749,0.488,SlightRightTurn
1.745,0.487,SlightRightTurn
0.589,0.487,SharpRightTurn
0.590,0.486,SharpRightTurn
0.590,0.486,SharpRightTurn
1.715,0.484,SlightRightTurn
1.706,0.483,SlightRightTurn
1.697,0.482,SlightRightTurn
1.690,0.481,SlightRightTurn
1.684,0.480,SlightRightTurn
1.677,0.480,SlightRightTurn
1.470,0.480,SlightRightTurn
1.663,0.480,SlightRightTurn
1.453,0.481,SlightRightTurn
1.449,0.481,SlightRightTurn
1.435,0.482,SlightRightTurn
1.428,0.483,SlightRightTurn
1.417,0.485,SlightRightTurn
1.415,0.486,SlightRightTurn
1.417,0.488,SlightRightTurn
1.592,0.490,SlightRightTurn
1.581,0.492,SlightRightTurn
1.571,0.494,SlightRightTurn
1.560,0.496,MoveForward
1.550,0.497,MoveForward
1.540,0.499,MoveForward
1.529,0.502,MoveForward
1.518,0.504,MoveForward
1.505,0.507,MoveForward
1.491,0.511,MoveForward
1.476,0.515,MoveForward
1.460,0.520,MoveForward
1.443,0.524,MoveForward
1.426,0.530,MoveForward
1.408,0.535,MoveForward
1.390,0.541,MoveForward
1.372,0.546,MoveForward
1.354,0.553,MoveForward
1.336,0.558,MoveForward
1.318,0.564,MoveForward
1.300,0.570,MoveForward
1.282,0.576,MoveForward
1.264,0.583,MoveForward
1.245,0.589,MoveForward
1.225,0.595,MoveForward
1.206,0.601,MoveForward
1.186,0.608,MoveForward
1.167,0.614,MoveForward
1.147,0.621,MoveForward
1.131,0.627,MoveForward
1.111,0.633,MoveForward
1.091,0.640,MoveForward
1.072,0.646,MoveForward
1.052,0.653,MoveForward
1.030,0.659,MoveForward
1.011,0.663,MoveForward
0.991,0.670,MoveForward
0.972,0.682,MoveForward
0.952,0.686,MoveForward
0.933,0.693,MoveForward
0.914,0.700,MoveForward
0.895,0.707,SharpRightTurn
0.876,0.714,SharpRightTurn
0.857,0.721,SharpRightTurn
0.838,0.728,SharpRightTurn
0.819,0.735,SharpRightTurn
0.801,0.742,SharpRightTurn
0.785,0.747,SharpRightTurn
0.776,0.748,SharpRightTurn
0.777,0.746,SharpRightTurn
0.780,0.744,SharpRightTurn
0.780,0.744,SharpRightTurn
0.780,0.744,SharpRightTurn
0.779,0.744,SharpRightTurn
0.779,0.744,SharpRightTurn
0.779,0.743,SharpRightTurn
0.779,0.743,SharpRightTurn
0.778,0.743,SharpRightTurn
0.778,0.743,SharpRightTurn
0.778,0.743,SharpRightTurn
0.778,0.742,SharpRightTurn
0.778,0.742,SharpRightTurn
0.780,0.741,SharpRightTurn
0.779,0.744,SharpRightTurn
0.774,0.743,SharpRightTurn
0.773,0.748,SharpRightTurn
0.772,0.743,SharpRightTurn
0.771,0.738,SharpRightTurn
0.770,0.737,SharpRightTurn
0.769,0.737,SharpRightTurn
0.768,0.739,SharpRightTurn
0.767,0.739,SharpRightTurn
0.766,0.743,SharpRightTurn
0.766,0.749,SharpRightTurn
0.771,1.151,SharpRightTurn
0.875,0.746,SharpRightTurn
0.818,0.789,SharpRightTurn
0.768,0.784,SharpRightTurn
0.767,0.783,SharpRightTurn
0.767,0.784,SharpRightTurn
0.770,0.810,SharpRightTurn
0.773,0.769,SharpRightTurn
0.786,0.763,SharpRightTurn
0.797,0.756,SharpRightTurn
1.543,0.753,MoveForward
1.544,0.749,MoveForward
0.780,0.746,SharpRightTurn
1.544,0.743,MoveForward
1.543,0.745,MoveForward
1.541,0.741,MoveForward
1.540,0.741,MoveForward
1.539,0.741,MoveForward
1.538,0.740,MoveForward
1.534,0.739,MoveForward
1.527,0.737,MoveForward
1.518,0.733,MoveForward
1.506,0.729,MoveForward
1.492,0.724,MoveForward
1.478,0.718,MoveForward
1.463,0.712,MoveForward
1.446,0.709,MoveForward
1.430,0.702,MoveForward
1.415,0.696,MoveForward
1.397,0.692,MoveForward
1.375,0.686,MoveForward
1.356,0.676,MoveForward
1.337,0.670,MoveForward
1.322,0.667,MoveForward
1.300,0.657,MoveForward
1.281,0.651,MoveForward
1.265,0.644,MoveForward
1.246,0.638,MoveForward
1.226,0.632,MoveForward
1.206,0.625,MoveForward
1.184,0.619,MoveForward
1.164,0.611,MoveForward
1.144,0.604,MoveForward
1.124,0.598,MoveForward
1.108,0.590,MoveForward
1.085,0.584,MoveForward
1.066,0.580,MoveForward
1.048,0.577,MoveForward
1.029,0.567,MoveForward
1.010,0.561,MoveForward
0.755,0.555,SharpRightTurn
0.712,0.551,SharpRightTurn
0.684,0.542,SharpRightTurn
0.669,0.536,SharpRightTurn
0.658,0.529,SharpRightTurn
0.655,0.520,SharpRightTurn
0.886,0.515,SharpRightTurn
0.880,0.506,SharpRightTurn
0.570,0.504,SharpRightTurn
0.568,0.504,SharpRightTurn
0.565,0.505,SharpRightTurn
0.887,0.505,SharpRightTurn
0.886,0.504,SharpRightTurn
0.565,0.503,SharpRightTurn
0.886,0.502,SharpRightTurn
0.889,0.501,SharpRightTurn
0.889,0.501,SharpRightTurn
0.889,0.500,SharpRightTurn
0.888,0.500,SharpRightTurn
0.889,0.499,SharpRightTurn
0.889,0.498,SharpRightTurn
0.889,0.497,SharpRightTurn
0.889,0.495,SharpRightTurn
0.890,0.494,SharpRightTurn
0.890,0.493,SharpRightTurn
0.891,0.491,SharpRightTurn
0.891,0.490,SharpRightTurn
0.888,0.489,SharpRightTurn
0.584,0.486,SharpRightTurn
0.891,0.484,SharpRightTurn
0.893,0.482,SharpRightTurn
0.892,0.480,SharpRightTurn
0.892,0.479,SharpRightTurn
0.893,0.477,SharpRightTurn
0.892,0.475,SharpRightTurn
0.892,0.473,SharpRightTurn
0.892,0.472,SharpRightTurn
0.893,0.470,SharpRightTurn
0.895,0.467,SharpRightTurn
0.887,0.464,SharpRightTurn
0.890,0.461,SharpRightTurn
0.889,0.459,SharpRightTurn
0.888,0.457,SharpRightTurn
0.887,0.455,SharpRightTurn
0.887,0.453,SharpRightTurn
0.886,0.451,SharpRightTurn
0.889,0.450,SharpRightTurn
0.882,0.452,SharpRightTurn
0.887,0.463,SharpRightTurn
0.877,0.451,SharpRightTurn
0.880,0.447,SharpRightTurn
0.879,0.446,SharpRightTurn
0.878,0.446,SharpRightTurn
0.876,0.445,SharpRightTurn
0.876,0.448,SharpRightTurn
0.878,0.475,SharpRightTurn
0.877,0.504,SharpRightTurn
0.879,0.553,SharpRightTurn
0.887,0.453,SharpRightTurn
0.899,0.457,SharpRightTurn
0.877,0.545,SharpRightTurn
0.873,0.539,SharpRightTurn
0.876,1.053,SharpRightTurn
0.882,0.470,SharpRightTurn
0.892,0.469,SharpRightTurn
3.287,0.474,SlightRightTurn
3.284,0.481,SlightRightTurn
3.284,0.858,MoveForward
3.285,0.855,MoveForward
3.285,0.851,MoveForward
3.288,0.851,MoveForward
3.291,0.851,MoveForward
3.285,0.851,MoveForward
3.278,0.848,MoveForward
3.266,0.845,MoveForward
3.256,0.843,MoveForward
3.244,0.835,MoveForward
3.230,0.832,MoveForward
3.215,0.822,MoveForward
3.202,0.817,MoveForward
3.187,0.593,MoveForward
3.163,0.800,MoveForward
3.144,0.792,MoveForward
3.126,0.788,MoveForward
1.022,0.777,MoveForward
3.090,0.769,MoveForward
3.067,0.765,MoveForward
3.051,0.758,MoveForward
3.031,0.750,MoveForward
0.949,0.740,MoveForward
0.929,0.732,MoveForward
0.910,0.728,MoveForward
2.954,0.718,MoveForward
2.935,0.714,MoveForward
2.916,0.723,MoveForward
2.898,0.714,MoveForward
2.880,0.704,MoveForward
2.862,0.697,MoveForward
2.844,0.689,MoveForward
2.826,0.683,MoveForward
2.808,0.675,MoveForward
2.790,0.686,MoveForward
